0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,33,67,67,67,67,67,67,67,67,100,100,100,100,100,100,100,100,100,100,50,67,67,67,67,67,67,67,67,67,67,67,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,100,100,100,100,100,100,100,100,100,100,83,83,60,70,70,70,70,70,70,70,70,70,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,100,100,100,80,80,80,80,80,67,73,73,73,73,73,73,73,73,73,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,93,93,93,93,93,100,73,73,73,73,80,80,80,80,80,80,80,80,80,80,80,87,87,87,87,87,87,87,87,71,76,76,76,76,76,76,76,76,76,76,76,76,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,90,90,90,81,81,81,81,81,75,79,79,79,79,79,79,79,79,79,79,79,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,86,86,86,86,86,86,86,86,86,86,82,82,78,81,81,81,81,81,81,81,81,83,83,83,83,83,83,83,83,83,83,80,82,82,82,82,82,82,82,
0,0,0,0,0,0,0,67,67,67,100,100,100,100,100,100,33,67,67,67,67,67,100,100,100,100,67,67,67,83,83,83,83,83,83,100,100,100,67,67,67,83,83,83,83,83,83,83,83,83,83,100,100,100,100,100,100,50,67,67,67,67,67,83,83,83,100,83,83,70,70,70,80,80,80,80,80,80,90,90,90,90,70,70,70,80,80,80,80,80,80,80,80,80,80,90,90,90,90,90,90,90,90,90,100,100,100,70,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,90,90,90,90,60,70,70,80,80,90,90,90,73,73,73,80,80,80,87,87,87,87,73,73,73,80,80,80,80,80,80,87,87,87,87,87,87,87,87,87,87,87,93,93,100,73,73,73,73,80,80,80,80,80,80,87,87,87,87,87,87,87,87,73,73,73,73,73,60,80,80,80,87,80,80,80,80,80,80,87,87,87,93,93,80,80,80,80,80,80,87,87,76,76,76,81,81,81,81,81,81,86,86,86,86,76,76,76,81,81,81,81,81,81,81,81,81,81,86,86,86,86,86,86,86,86,86,90,90,90,76,76,76,76,81,81,81,81,81,81,81,81,81,81,81,81,86,86,86,86,71,76,76,81,81,86,86,86,79,79,79,82,82,82,82,82,82,86,86,86,79,79,79,82,82,82,82,82,82,82,82,82,82,86,86,86,86,86,86,75,79,79,79,79,79,82,82,82,86,82,82,81,81,81,83,83,83,83,83,83,78,81,81,81,81,81,83,83,83,83,82,80,82,82,82,82,82,82,
0,0,0,0,0,0,0,100,67,67,67,67,100,100,100,100,100,67,67,100,100,100,33,67,67,100,83,83,83,67,83,83,100,100,100,83,100,100,67,83,83,67,67,67,67,83,83,83,83,100,100,67,67,67,83,83,83,100,83,83,83,100,100,67,67,67,33,83,83,80,80,80,80,80,80,80,90,90,90,90,100,100,80,90,90,70,70,80,80,80,90,90,90,90,100,70,70,80,80,80,80,80,90,90,80,80,80,80,80,90,90,70,70,80,80,80,80,80,80,80,80,90,90,60,60,70,70,100,80,80,80,80,80,80,80,80,80,80,80,80,87,87,87,93,100,80,87,87,80,80,80,80,87,87,73,80,80,80,80,87,87,87,87,87,87,80,80,80,87,87,93,93,73,80,80,80,80,87,67,67,73,73,73,73,80,80,80,80,80,87,87,100,80,80,87,93,80,80,80,80,87,87,73,87,87,80,80,73,80,80,80,80,87,73,73,81,81,81,81,81,81,81,86,86,86,86,90,90,81,86,86,76,76,81,81,81,86,86,86,86,90,76,76,81,81,81,81,81,86,86,81,81,81,81,81,86,86,76,76,81,81,81,81,81,81,81,81,86,86,71,71,76,76,90,81,81,81,81,81,81,81,82,82,82,79,82,82,86,86,86,82,86,86,79,82,82,79,79,79,79,82,82,82,82,86,86,79,79,79,82,82,82,86,82,82,82,86,86,79,79,79,71,82,82,83,81,81,81,81,83,83,83,83,83,81,81,83,83,83,78,81,81,83,82,82,80,82,82,82,82,82,
0,0,0,0,0,0,0,100,100,100,67,67,67,67,100,100,67,100,100,67,67,100,100,67,67,0,100,83,83,83,83,83,83,83,100,67,83,100,100,83,83,83,83,100,100,83,83,83,83,83,83,67,83,83,50,50,67,67,83,83,100,50,67,83,83,83,100,83,83,90,90,90,80,80,90,90,90,90,80,80,90,90,80,80,80,90,90,80,80,90,70,70,90,90,80,80,80,70,80,80,90,90,80,80,60,60,70,90,90,80,80,90,90,70,70,80,80,80,80,90,90,70,70,90,90,80,80,60,80,90,90,90,70,80,80,87,87,87,87,87,80,87,87,87,87,87,87,87,80,80,87,87,87,87,87,73,73,73,73,73,73,80,80,87,87,73,73,60,73,73,73,73,87,80,80,87,87,80,87,87,80,87,87,87,73,73,87,87,87,73,73,60,87,87,80,87,80,80,87,87,87,87,87,80,80,73,73,87,80,80,87,87,80,80,87,86,86,86,81,81,86,86,86,86,81,81,86,86,81,81,81,86,86,81,81,86,76,76,86,86,81,81,81,76,81,81,86,86,81,81,71,71,76,86,86,81,81,86,86,76,76,81,81,81,81,86,86,76,76,86,86,81,81,71,81,86,86,86,76,81,81,86,82,82,82,82,82,82,82,86,79,82,86,86,82,82,82,82,86,86,82,82,82,82,82,82,79,82,82,75,75,79,79,82,82,86,75,79,82,82,82,86,82,82,83,83,83,81,81,81,81,83,83,81,83,83,81,81,83,83,81,81,75,82,82,82,80,82,82,82,82,
0,0,0,0,0,0,0,100,100,100,100,100,67,67,67,67,100,67,67,100,100,33,100,67,67,100,100,100,100,100,83,83,83,83,67,83,67,67,83,83,83,100,100,83,83,67,67,83,83,67,67,83,83,83,83,83,67,100,67,67,50,100,100,67,83,83,100,83,83,100,90,90,90,90,90,90,80,80,80,80,70,70,100,90,90,90,90,80,80,80,90,90,70,70,80,90,90,80,80,80,80,80,70,70,80,80,80,70,70,80,80,80,80,90,90,70,70,90,90,70,70,80,80,90,90,80,80,100,80,60,80,80,80,80,80,93,93,93,87,87,87,80,80,73,73,80,80,80,87,87,80,80,80,80,87,80,80,87,87,80,80,80,80,73,73,80,80,80,93,93,87,87,87,80,80,73,73,73,87,87,87,80,87,87,80,80,67,73,73,87,87,100,87,87,87,73,87,87,80,80,80,80,87,80,80,80,80,87,80,80,73,73,73,87,80,90,86,86,86,86,86,86,81,81,81,81,76,76,90,86,86,86,86,81,81,81,86,86,76,76,81,86,86,81,81,81,81,81,76,76,81,81,81,76,76,81,81,81,81,86,86,76,76,86,86,76,76,81,81,86,86,81,81,90,81,71,81,81,81,81,81,86,86,86,86,82,82,82,82,79,82,79,79,82,82,82,86,86,82,82,79,79,82,82,79,79,82,82,82,82,82,79,86,79,79,75,86,86,79,82,82,86,82,82,83,83,83,83,83,81,81,81,81,83,81,81,83,83,78,83,81,81,83,82,82,82,82,80,82,82,82,
0,0,0,0,0,0,0,100,100,100,100,100,100,100,67,67,100,100,100,67,67,100,67,100,100,100,100,100,100,100,100,100,83,83,83,100,83,67,100,100,100,83,83,83,83,100,100,83,83,83,83,100,83,83,100,100,100,83,100,100,100,83,67,100,83,83,67,83,83,100,100,100,100,100,90,90,90,90,90,90,80,80,90,90,90,90,90,100,100,90,90,90,90,90,80,90,90,100,90,90,80,80,90,90,100,100,90,100,100,90,90,90,90,90,90,100,100,80,80,90,90,90,90,80,80,90,90,80,90,100,90,90,100,90,90,100,93,93,93,93,93,87,87,87,80,100,93,93,93,93,93,93,87,87,87,100,100,93,93,93,93,87,87,87,87,93,93,100,87,87,87,87,87,93,93,93,93,93,87,87,87,87,80,80,93,93,100,93,93,87,87,80,93,93,93,87,93,93,93,93,87,87,87,87,87,93,93,87,93,93,93,93,93,87,87,95,95,95,95,95,90,90,90,90,90,90,86,86,90,90,90,90,90,95,95,90,90,90,90,90,86,90,90,95,90,90,86,86,90,90,95,95,90,95,95,90,90,90,90,90,90,95,95,86,86,90,90,90,90,86,86,90,90,86,90,95,90,90,95,90,90,93,93,93,93,93,93,89,89,89,93,89,86,93,93,93,89,89,89,89,93,93,89,89,89,89,93,89,89,93,93,93,89,93,93,93,89,86,93,89,89,86,89,89,92,92,92,92,92,92,92,89,89,92,92,92,89,89,92,89,92,92,92,91,91,91,91,91,89,91,91,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
