0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,33,67,67,67,67,67,67,67,67,100,100,100,100,100,100,100,100,100,100,50,67,67,67,67,67,67,67,67,67,67,67,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,100,100,100,100,100,100,100,100,100,100,83,83,60,70,70,70,70,70,70,70,70,70,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,
0,0,0,0,0,0,0,67,67,67,100,100,100,100,100,100,33,67,67,67,67,67,100,100,100,100,67,67,67,83,83,83,83,83,83,100,100,100,67,67,67,83,83,83,83,83,83,83,83,83,83,100,100,100,100,100,100,50,67,67,67,67,67,83,83,83,100,83,83,70,70,70,80,80,80,80,80,80,90,90,90,90,70,70,70,80,80,80,80,80,80,80,80,80,80,90,90,90,90,90,
0,0,0,0,0,0,0,100,67,67,67,67,100,100,100,100,100,67,67,100,100,100,33,67,67,100,83,83,83,67,83,83,100,100,100,83,100,100,67,83,83,67,67,67,67,83,83,83,83,100,100,67,67,67,83,83,83,100,83,83,83,100,100,67,67,67,33,83,83,80,80,80,80,80,80,80,90,90,90,90,100,100,80,90,90,70,70,80,80,80,90,90,90,90,100,70,70,80,80,80,
0,0,0,0,0,0,0,100,100,100,67,67,67,67,100,100,67,100,100,67,67,100,100,67,67,0,100,83,83,83,83,83,83,83,100,67,83,100,100,83,83,83,83,100,100,83,83,83,83,83,83,67,83,83,50,50,67,67,83,83,100,50,67,83,83,83,100,83,83,90,90,90,80,80,90,90,90,90,80,80,90,90,80,80,80,90,90,80,80,90,70,70,90,90,80,80,80,70,80,80,
0,0,0,0,0,0,0,100,100,100,100,100,67,67,67,67,100,67,67,100,100,33,100,67,67,100,100,100,100,100,83,83,83,83,67,83,67,67,83,83,83,100,100,83,83,67,67,83,83,67,67,83,83,83,83,83,67,100,67,67,50,100,100,67,83,83,100,83,83,100,90,90,90,90,90,90,80,80,80,80,70,70,100,90,90,90,90,80,80,80,90,90,70,70,80,90,90,80,80,80,
0,0,0,0,0,0,0,100,100,100,100,100,100,100,67,67,100,100,100,67,67,100,67,100,100,100,100,100,100,100,100,100,83,83,83,100,83,67,100,100,100,83,83,83,83,100,100,83,83,83,83,100,83,83,100,100,100,83,100,100,100,83,67,100,83,83,67,83,83,100,100,100,100,100,90,90,90,90,90,90,80,80,90,90,90,90,90,100,100,90,90,90,90,90,80,90,90,100,90,90,
0,0,0,0,0,0,0,0,33,33,67,67,67,67,67,67,67,67,67,67,67,67,100,100,100,100,17,38,38,50,50,50,50,50,50,67,67,67,50,54,54,67,67,67,67,67,67,67,67,67,67,83,83,83,83,83,83,67,71,71,67,71,67,83,83,83,100,67,67,32,42,42,52,52,50,50,50,50,60,60,60,60,53,53,53,60,60,62,62,62,62,62,60,60,60,70,70,70,70,70,
0,0,0,0,0,0,0,0,0,0,33,33,67,67,67,67,67,33,33,67,67,67,67,67,67,100,17,25,25,17,37,37,54,54,54,50,67,67,17,37,37,37,37,37,37,50,50,50,50,67,67,50,54,54,67,67,67,67,54,54,50,71,67,50,54,54,67,50,50,20,25,25,33,33,35,35,43,43,52,52,62,62,37,45,45,32,32,43,43,43,53,53,52,52,62,42,42,50,52,52,
0,0,0,0,0,0,0,0,0,0,33,33,67,67,67,67,67,33,33,67,67,67,67,67,67,100,17,25,25,17,37,37,54,54,54,50,67,67,17,37,37,37,37,37,37,50,50,50,50,67,67,50,54,54,67,67,67,67,54,54,50,71,67,50,54,54,67,50,50,20,25,25,33,33,35,35,43,43,52,52,62,62,37,45,45,32,32,43,43,43,53,53,52,52,62,42,42,50,52,52,
0,0,0,0,0,0,0,0,0,0,0,0,33,33,67,67,67,67,67,67,67,100,67,33,33,67,50,37,37,17,37,37,54,54,71,17,50,67,50,50,50,37,37,54,54,50,50,50,50,67,67,17,37,37,33,33,33,67,67,67,83,67,67,50,54,54,67,50,50,38,43,43,32,32,45,45,53,53,42,42,62,62,43,52,52,42,42,42,42,52,45,45,62,62,62,32,32,33,42,42,
0,0,0,0,0,0,0,0,0,0,0,0,33,33,67,67,67,67,67,67,67,100,67,33,33,67,50,37,37,17,37,37,54,54,71,17,50,67,50,50,50,37,37,54,54,50,50,50,50,67,67,17,37,37,33,33,33,67,67,67,83,67,67,50,54,54,67,50,50,38,43,43,32,32,45,45,53,53,42,42,62,62,43,52,52,42,42,42,42,52,45,45,62,62,62,32,32,33,42,42,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,67,67,67,67,67,67,100,33,33,67,67,54,54,50,37,37,37,37,42,17,17,33,67,50,50,67,67,67,67,37,37,50,50,37,37,33,50,50,33,33,17,67,54,54,67,67,67,50,67,67,100,50,50,58,53,53,42,42,53,53,45,45,32,32,33,33,62,52,52,60,60,43,43,50,45,45,45,45,43,50,50,35,42,42,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,67,67,67,67,67,67,100,33,33,67,67,54,54,50,37,37,37,37,42,17,17,33,67,50,50,67,67,67,67,37,37,50,50,37,37,33,50,50,33,33,17,67,54,54,67,67,67,50,67,67,100,50,50,58,53,53,42,42,53,53,45,45,32,32,33,33,62,52,52,60,60,43,43,50,45,45,45,45,43,50,50,35,42,42,
